Address,value
20502441113,3000000
20502441129,3000000
20502441120,2000000
20604453219,1500000
20612458820,2000000
20502441123,3000000
20511448726,2000000
20511448729,3500000
20505444021,3000000
20503442320,2500000
20510448323,1700000
20610457214,2000000
